average_length_of_stay,average_money_spent_per_day,total_earnings($),percent_mode_of_arrival_air,percent_mode_of_arrival_land,mode_of_arrival_total,percent_sex_male,percent_sex_female,top_three_countries_1,top_three_countries_2,top_three_countries_3,percent_purpose_of_visit_holiday/pleasure,percent_purpose_of_visit_pilgrimage,percent_purpose_of_visit_trekking_and_mountaineering,percent_purpose_of_visit_others
12.4days,$44,"$703,179",83,17,"1,173,072",53,47,India,China,USA,60,16,14,10
